,date_of_price,name,distillery,age,vintage,bottled,ABV,ml,numbered,limited_edition,single_cask,ichiros_malt,latest_price
302,2021-05-01,"Fuji Gotemba, Kirin Whisky, b'<p class=""bottle_secondary""/>'",Fuji Gotemba,,,,50.0,600,False,False,False,False,52
303,2020-06-01,"Fuji Gotemba, Kirin Whisky, (Cask gm115-07)",Fuji Gotemba,,,2016.0,40.0,500,False,False,False,False,30
304,2020-11-01,"Fuji Gotemba, Kirin Whisky, b'<p class=""bottle_secondary""/>'",Fuji Gotemba,,,,50.0,700,False,False,False,False,38
305,2020-05-01,"Fuji Gotemba, Kirin Whisky, (Cask gm214-24)",Fuji Gotemba,,,2015.0,40.0,500,False,False,False,False,37
306,2021-05-01,"Fuji Gotemba, Pure Malt Whisky, b'<p class=""bottle_secondary""/>'",Fuji Gotemba,,,,40.0,600,False,False,False,False,36
307,2018-09-01,"Fuji Gotemba, Single Cask, (Cask m814)",Fuji Gotemba,10.0,2003.0,2013.0,47.0,640,False,False,True,False,86
308,2017-07-01,"Fuji Gotemba, Single Cask, (Cask m000806)",Fuji Gotemba,10.0,2002.0,2012.0,45.0,640,False,False,True,False,248
309,2020-02-01,"Fuji Gotemba, Single Malt, b'<p class=""bottle_secondary""/>'",Fuji Gotemba,17.0,,,43.0,700,False,False,False,False,248
310,2013-06-01,"Hakushu, One of 1000 Bottles",Hakushu,12.0,1996.0,2008.0,62.0,700,True,False,False,False,156
311,2021-05-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,18.0,,,43.0,700,False,False,False,False,542
312,2021-05-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,12.0,,,43.0,750,False,False,False,False,121
313,2020-01-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,12.0,,2003.0,43.5,700,False,False,False,False,230
314,2021-04-01,"Hakushu,  , b'Miniature'",Hakushu,12.0,,,43.0,50,False,False,False,False,64
315,2017-08-01,"Hakushu,  , b'Strong Box'",Hakushu,15.0,,,56.0,600,False,False,False,False,385
316,2019-10-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,10.0,,,40.0,350,False,False,False,False,164
317,2016-02-01,"Hakushu,  , b'Wooden Box'",Hakushu,18.0,,,43.0,700,False,False,False,False,390
318,2021-05-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,18.0,,,43.0,750,False,False,False,False,542
319,2020-04-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,18.0,,,43.5,700,False,False,False,False,674
320,2021-01-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,12.0,,,43.0,180,False,False,False,False,105
321,2020-11-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,12.0,,,43.3,700,False,False,False,False,292
322,2021-05-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,10.0,,,40.0,700,False,False,False,False,623
323,2020-08-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,10.0,,,40.0,180,False,False,False,False,232
324,2021-05-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,12.0,,,43.5,700,False,False,False,False,165
325,2015-03-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,13.0,1997.0,2010.0,56.0,700,False,False,False,False,320
326,2011-09-01,"Hakushu, b'<p class=""bottle_secondary""/>'",Hakushu,15.0,,,56.0,500,False,False,False,False,71
327,2016-11-01,"Hakushu, 10th Anniversary, (Cask bj41521)",Hakushu,,1997.0,,56.0,700,False,False,False,False,519
328,2021-03-01,"Hakushu, Scotch Malt Whisky Society, 120.1, One of 373 Bottles",Hakushu,21.0,1981.0,2002.0,60.7,700,True,False,False,False,5893
329,2020-08-01,"Hakushu, Scotch Malt Whisky Society, 120.2, b'<p class=""bottle_secondary""/>'",Hakushu,14.0,1988.0,2003.0,62.9,700,False,False,False,False,1588
330,2013-06-01,"Hakushu, Scotch Malt Whisky Society, 120.3, b'<p class=""bottle_secondary""/>'",Hakushu,14.0,1988.0,2002.0,56.4,700,False,False,False,False,215
331,2021-03-01,"Hakushu, Scotch Malt Whisky Society, 120.4, One of 520 Bottles",Hakushu,18.0,,,59.3,700,True,False,False,False,2690
332,2020-11-01,"Hakushu, Scotch Malt Whisky Society, 120.5, One of 104 Bottles",Hakushu,17.0,,,59.7,700,True,False,False,False,1381
333,2015-11-01,"Hakushu, Scotch Malt Whisky Society, 120.6, b'<p class=""bottle_secondary""/>'",Hakushu,16.0,,,57.1,700,False,False,False,False,255
334,2020-11-01,"Hakushu, Scotch Malt Whisky Society, 120.7, One of 517 Bottles",Hakushu,14.0,1999.0,2013.0,55.5,700,True,False,False,False,2086
335,2020-10-01,"Hakushu, Scotch Malt Whisky Society, 120.8, One of 250 Bottles",Hakushu,13.0,2000.0,2013.0,63.1,700,True,False,False,False,910
336,2019-12-01,"Hakushu, 150th Anniversary, b'<p class=""bottle_secondary""/>'",Hakushu,14.0,1995.0,2009.0,57.0,700,False,False,False,False,1064
337,2020-10-01,"Hakushu, 30th Anniversary Pure Malt, b'<p class=""bottle_secondary""/>'",Hakushu,,,,43.0,700,False,False,False,False,1698
